county,contest_group_id,contest_name,choice,choice_party,sum
DAVIDSON,11,COUNTYWIDE MIXED BEVERAGE ELECTION,Against,,23343
DAVIDSON,11,COUNTYWIDE MIXED BEVERAGE ELECTION,For,,49785
DAVIDSON,9,COUNTYWIDE UNFORTIFIED WINE ELECTION,Against,,25299
DAVIDSON,9,COUNTYWIDE UNFORTIFIED WINE ELECTION,For,,47388
DAVIDSON,7,DAVIDSON COUNTY BOARD OF COMMISSIONERS,Fred D. McClure,REP,47086
DAVIDSON,7,DAVIDSON COUNTY BOARD OF COMMISSIONERS,Steve Jarvis,REP,48359
DAVIDSON,7,DAVIDSON COUNTY BOARD OF COMMISSIONERS,Zak Crotts,REP,50989
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Alan Beck,,24059
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Cherie Chesney (Write-In),,1
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Denise McLemore,,8388
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Jenny Ball,,12515
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Josh M. Nifong,,10608
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Josh Smith (Write-In),,1
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Justin Millner (Write-In),,1
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Kenny Carrick (Write-In),,1
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Kristie Bonnett,,20541
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Landon Bisher (Write-In),,2
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Mary Ann L. Brown,,18180
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Nick Atkins,,12402
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Phillip W. Craver,,18579
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Ryan Linn  Davis,,8972
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Samantha Ogle,,15398
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Wesley Sellars (Write-In),,5
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Write-In (Miscellaneous),,322
DAVIDSON,4,DAVIDSON COUNTY BOARD OF EDUCATION,Zachary Aaron Kivett (Write-In),,1
DAVIDSON,290005,HANDY SANITARY DISTRICT SUPERVISOR,Nyles Daron Miller (Write-In),,1
DAVIDSON,290005,HANDY SANITARY DISTRICT SUPERVISOR,Pauline Weaver,,1083
DAVIDSON,290005,HANDY SANITARY DISTRICT SUPERVISOR,Richard K. Smith,,1451
DAVIDSON,290005,HANDY SANITARY DISTRICT SUPERVISOR,Write-In (Miscellaneous),,18
DAVIDSON,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ann Gaddis (Write-In),,1
DAVIDSON,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Brandon Essick (Write-In),,3
DAVIDSON,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Dennis Clarence Loflin,,18792
DAVIDSON,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Gray Baker (Write-In),,1
DAVIDSON,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jim Todd (Write-In),,23
DAVIDSON,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Justin Miller (Write-In),,5
DAVIDSON,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kevin Briggs,,40021
DAVIDSON,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Nyles Daron Miller (Write-In),,1
DAVIDSON,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Roy McDonald (Write-In),,1
DAVIDSON,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Wesley Sechrest (Write-In),,1
DAVIDSON,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,217
DAVIE,2,DAVIE COUNTY BOARD OF COMMISSIONERS,Justin Draughn,UNA,8487
DAVIE,2,DAVIE COUNTY BOARD OF COMMISSIONERS,Mark S. Jones,REP,14509
DAVIE,2,DAVIE COUNTY BOARD OF COMMISSIONERS,Richard B. Poindexter,REP,11966
DAVIE,2,DAVIE COUNTY BOARD OF COMMISSIONERS,Terry Renegar,REP,12248
DAVIE,1,DAVIE COUNTY BOARD OF EDUCATION,Paul A. Drechsler,REP,14752
DAVIE,1,DAVIE COUNTY BOARD OF EDUCATION,Terry L. Hales,REP,13279
DAVIE,1,DAVIE COUNTY BOARD OF EDUCATION,W. G. (Dub) Potts,REP,14035
DAVIE,1,DAVIE COUNTY BOARD OF EDUCATION,Wendy Hoots Horne,REP,13970
DAVIE,8,DAVIE COUNTY REGISTER OF DEEDS,M. Brent Shoaf,REP,18037
DAVIE,7,DAVIE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,I.H. (Cokie) Jones,,17342
DAVIE,7,DAVIE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,201
DAVIE,9,TOWN OF MOCKSVILLE ABC STORE ELECTION,Against,,676
DAVIE,9,TOWN OF MOCKSVILLE ABC STORE ELECTION,For,,1635
DUPLIN,2,DUPLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Doug Grady,REP,2140
DUPLIN,2,DUPLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Tim Bell,DEM,1411
DUPLIN,3,DUPLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Arthur Kornegay,DEM,1675
DUPLIN,3,DUPLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Kennedy (Kenn) Thompson,UNA,2595
DUPLIN,5,DUPLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Jesse Dowe,DEM,2868
DUPLIN,4,DUPLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Jessie Ladson,DEM,2230
DUPLIN,4,DUPLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Tony James,UNA,1250
DUPLIN,6,DUPLIN COUNTY BOARD OF EDUCATION DISTRICT 1,Brent Davis,REP,2664
DUPLIN,7,DUPLIN COUNTY BOARD OF EDUCATION DISTRICT 4,Reginald Kenan,DEM,2962
DUPLIN,8,DUPLIN COUNTY BOARD OF EDUCATION DISTRICT 5,Claudius James Morrisey,DEM,2685
DUPLIN,1,DUPLIN COUNTY REGISTER OF DEEDS,Davis Hiram Brinson,DEM,14768
DUPLIN,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,William (Billy) Kilpatrick,,13888
DUPLIN,9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,184
DURHAM,5,COMMUNITY COLLEGE BONDS,No,,24374
DURHAM,5,COMMUNITY COLLEGE BONDS,Yes,,124912
DURHAM,1,DURHAM COUNTY BOARD OF  COMMISSIONERS,Brenda Howerton,DEM,108451
DURHAM,1,DURHAM COUNTY BOARD OF  COMMISSIONERS,Ellen Reckhow,DEM,109141
DURHAM,1,DURHAM COUNTY BOARD OF  COMMISSIONERS,Heidi Carter,DEM,110473
DURHAM,1,DURHAM COUNTY BOARD OF  COMMISSIONERS,James Hill,DEM,108895
DURHAM,1,DURHAM COUNTY BOARD OF  COMMISSIONERS,Sylvester Williams (Write-In),,156
DURHAM,1,DURHAM COUNTY BOARD OF  COMMISSIONERS,Wendy Jacobs,DEM,109074
DURHAM,1,DURHAM COUNTY BOARD OF  COMMISSIONERS,Write-In (Miscellaneous),,1930
DURHAM,2,DURHAM COUNTY REGISTER OF DEEDS,Sharon A. Davis,DEM,129368
DURHAM,6,LIBRARY FACILITIES BONDS,No,,28958
DURHAM,6,LIBRARY FACILITIES BONDS,Yes,,120129
DURHAM,7,MUSEUM BONDS,No,,31881
DURHAM,7,MUSEUM BONDS,Yes,,117167
DURHAM,4,SCHOOL BONDS,No,,22562
DURHAM,4,SCHOOL BONDS,Yes,,127095
DURHAM,3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Danielle Adams,,109037
DURHAM,3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Michael Van Sickle,,20525
DURHAM,3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,781
EDGECOMBE,1,EDGECOMBE COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Evelyn D. Powell,DEM,2591
EDGECOMBE,5,EDGECOMBE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Viola S. Harris,DEM,2878
EDGECOMBE,3,EDGECOMBE COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Leonard Wiggins,DEM,3106
EDGECOMBE,4,EDGECOMBE COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Jon Felton,DEM,2625
EDGECOMBE,9,EDGECOMBE COUNTY REGISTER OF DEEDS,Robin Williams Carpenter,DEM,18372
EDGECOMBE,330006,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 10,Evelyn Hines Bulluck,,959
EDGECOMBE,330006,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 10,Write-In (Miscellaneous),,11
EDGECOMBE,330007,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 11,Ann P. Edge,,2100
EDGECOMBE,330007,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 11,Write-In (Miscellaneous),,19
EDGECOMBE,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Karen Renee Anderson,,18674
EDGECOMBE,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,198
FORSYTH,3,CITY OF WINSTON SALEM MAYOR,Allen Joines,DEM,88784
FORSYTH,3,CITY OF WINSTON SALEM MAYOR,Joanne (Jo) Allen (Write-In),,3167
FORSYTH,3,CITY OF WINSTON SALEM MAYOR,Write-In (Miscellaneous),,2430
FORSYTH,2,FORSYTH COUNTY BOARD OF COMMISSIONERS - DISTRICT B,Bob Stitcher,DEM,42323
FORSYTH,2,FORSYTH COUNTY BOARD OF COMMISSIONERS - DISTRICT B,Dave Plyler,REP,68408
FORSYTH,2,FORSYTH COUNTY BOARD OF COMMISSIONERS - DISTRICT B,Gloria D. Whisenhunt,REP,65883
FORSYTH,2,FORSYTH COUNTY BOARD OF COMMISSIONERS - DISTRICT B,Richard V. Linville,REP,67107
FORSYTH,2,FORSYTH COUNTY BOARD OF COMMISSIONERS - DISTRICT B,Selester Stewart,DEM,42441
FORSYTH,2,FORSYTH COUNTY BOARD OF COMMISSIONERS - DISTRICT B,Trent Harmon,DEM,42408
FORSYTH,14,FORSYTH COUNTY COMMUNITY COLLEGE BONDS,No,,51432
FORSYTH,14,FORSYTH COUNTY COMMUNITY COLLEGE BONDS,Yes,,114699
FORSYTH,15,FORSYTH COUNTY PARKS AND RECREATIONAL FACILITIES BONDS,No,,48625
FORSYTH,15,FORSYTH COUNTY PARKS AND RECREATIONAL FACILITIES BONDS,Yes,,118486
FORSYTH,1,FORSYTH COUNTY REGISTER OF DEEDS,Lynne Johnson,DEM,90553
FORSYTH,1,FORSYTH COUNTY REGISTER OF DEEDS,Steve Wood,REP,78208
FORSYTH,13,FORSYTH COUNTY SCHOOL BONDS,No,,44323
FORSYTH,13,FORSYTH COUNTY SCHOOL BONDS,Yes,,122838
FORSYTH,12,FORSYTH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,James Lee Knox,,25254
FORSYTH,12,FORSYTH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,John Gladman,,35353
FORSYTH,12,FORSYTH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Sam Solomon,,26202
FORSYTH,12,FORSYTH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Timothy (Tim) Lee Disher,,45047
FORSYTH,12,FORSYTH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,882
FORSYTH,16,TOBACCOVILLE RECALL ELECTION,Against,,388
FORSYTH,16,TOBACCOVILLE RECALL ELECTION,For,,864
FORSYTH,4,WINSTON SALEM CITY COUNCIL - EAST WARD,Derwin L. Montgomery,DEM,10620
FORSYTH,4,WINSTON SALEM CITY COUNCIL - EAST WARD,Write-In (Miscellaneous),,196
FORSYTH,6,WINSTON SALEM CITY COUNCIL - NORTH WARD,Denise  (D.D.) Adams,DEM,9817
FORSYTH,6,WINSTON SALEM CITY COUNCIL - NORTH WARD,Write-In (Miscellaneous),,150
FORSYTH,5,WINSTON SALEM CITY COUNCIL - NORTHEAST WARD,Vivian H. Burke,DEM,10394
FORSYTH,5,WINSTON SALEM CITY COUNCIL - NORTHEAST WARD,Write-In (Miscellaneous),,293
FORSYTH,7,WINSTON SALEM CITY COUNCIL - NORTHWEST WARD,Eric Henderson,REP,5984
FORSYTH,7,WINSTON SALEM CITY COUNCIL - NORTHWEST WARD,Jeff MacIntosh,DEM,9409
FORSYTH,7,WINSTON SALEM CITY COUNCIL - NORTHWEST WARD,Write-In (Miscellaneous),,21
FORSYTH,9,WINSTON SALEM CITY COUNCIL - SOUTH WARD,John Larson,DEM,9832
FORSYTH,9,WINSTON SALEM CITY COUNCIL - SOUTH WARD,Michael Tyler,REP,4374
FORSYTH,9,WINSTON SALEM CITY COUNCIL - SOUTH WARD,Write-In (Miscellaneous),,38
FORSYTH,8,WINSTON SALEM CITY COUNCIL - SOUTHEAST WARD,James Taylor,DEM,8179
FORSYTH,8,WINSTON SALEM CITY COUNCIL - SOUTHEAST WARD,Write-In (Miscellaneous),,159
FORSYTH,10,WINSTON SALEM CITY COUNCIL - SOUTHWEST WARD,Dan Besse,DEM,10908
FORSYTH,10,WINSTON SALEM CITY COUNCIL - SOUTHWEST WARD,Write-In (Miscellaneous),,267
FORSYTH,11,WINSTON SALEM CITY COUNCIL - WEST WARD,Robert Clark,REP,13269
FORSYTH,11,WINSTON SALEM CITY COUNCIL - WEST WARD,Write-In (Miscellaneous),,305
FRANKLIN,6,FRANKLIN COUNTY BOARD OF COMMISSIONERS AT-LARGE,Danny Pearce,REP,14441
FRANKLIN,6,FRANKLIN COUNTY BOARD OF COMMISSIONERS AT-LARGE,Shelley Dickerson,DEM,14895
FRANKLIN,3,FRANKLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Sidney E. Dunston,DEM,2416
FRANKLIN,3,FRANKLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Stuart May,UNA,2377
FRANKLIN,4,FRANKLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Glenn Swanson,UNA,2224
FRANKLIN,4,FRANKLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 3,John May,DEM,2900
FRANKLIN,5,FRANKLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 5,David A. Williams Jr.,UNA,2948
FRANKLIN,5,FRANKLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Michael Schriver,REP,4219
FRANKLIN,2,FRANKLIN COUNTY REGISTER OF DEEDS,Brandi S. Davis,DEM,21666
FRANKLIN,11,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Brent Strickland,,15050
FRANKLIN,11,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Matthew Hebb (Write-In),,21
FRANKLIN,11,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Michael Bell,,9816
FRANKLIN,11,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,236
GASTON,1,GASTON COUNTY BOARD OF COMMISSIONERS CHERRYVILLE TOWNSHIP,Allen R. Fraley,REP,65275
GASTON,2,GASTON COUNTY BOARD OF COMMISSIONERS CROWDERS MOUNTAIN TOWNS,Christy McCleary,DEM,30414
GASTON,2,GASTON COUNTY BOARD OF COMMISSIONERS CROWDERS MOUNTAIN TOWNS,W. R. (Bob) Hovis,REP,56564
GASTON,3,GASTON COUNTY BOARD OF COMMISSIONERS GASTONIA TOWNSHIP,Don Grant,REP,59697
GASTON,3,GASTON COUNTY BOARD OF COMMISSIONERS GASTONIA TOWNSHIP,William F. Manning,DEM,29850
GASTON,4,GASTON COUNTY BOARD OF COMMISSIONERS SOUTH POINT TOWNSHIP,Leon McClain,DEM,29188
GASTON,4,GASTON COUNTY BOARD OF COMMISSIONERS SOUTH POINT TOWNSHIP,Ronnie Worley,REP,58663
GASTON,5,GASTON COUNTY BOARD OF EDUCATION AT-LARGE,Dot Guthrie (Write-In),,6
GASTON,5,GASTON COUNTY BOARD OF EDUCATION AT-LARGE,Jeff K. Ramsey,,44542
GASTON,5,GASTON COUNTY BOARD OF EDUCATION AT-LARGE,Rebecca Abernethy Schwindeman,,24927
GASTON,5,GASTON COUNTY BOARD OF EDUCATION AT-LARGE,Write-In (Miscellaneous),,435
GASTON,6,GASTON COUNTY BOARD OF EDUCATION CHERRYVILLE TOWNSHIP,Allen Fraley (Write-In),,126
GASTON,6,GASTON COUNTY BOARD OF EDUCATION CHERRYVILLE TOWNSHIP,Mark Upchurch (Write-In),,8
GASTON,6,GASTON COUNTY BOARD OF EDUCATION CHERRYVILLE TOWNSHIP,Steve McGinnis (Write-In),,5
GASTON,6,GASTON COUNTY BOARD OF EDUCATION CHERRYVILLE TOWNSHIP,Terry Usery,,62024
GASTON,6,GASTON COUNTY BOARD OF EDUCATION CHERRYVILLE TOWNSHIP,Write-In (Miscellaneous),,616
GASTON,7,GASTON COUNTY BOARD OF EDUCATION CROWDERS MOUNTAIN TOWNSHIP,Brent Moore,,57063
GASTON,7,GASTON COUNTY BOARD OF EDUCATION CROWDERS MOUNTAIN TOWNSHIP,Christy McCleary (Write-In),,7
GASTON,7,GASTON COUNTY BOARD OF EDUCATION CROWDERS MOUNTAIN TOWNSHIP,W.R. (Bob) Hovis (Write-In),,60
GASTON,7,GASTON COUNTY BOARD OF EDUCATION CROWDERS MOUNTAIN TOWNSHIP,Write-In (Miscellaneous),,471
GASTON,8,GASTON COUNTY BOARD OF EDUCATION GASTONIA TOWNSHIP,Don Grant (Write-In),,33
GASTON,8,GASTON COUNTY BOARD OF EDUCATION GASTONIA TOWNSHIP,Dot Guthrie,,46219
GASTON,8,GASTON COUNTY BOARD OF EDUCATION GASTONIA TOWNSHIP,Mike Stuart,,30761
GASTON,8,GASTON COUNTY BOARD OF EDUCATION GASTONIA TOWNSHIP,Write-In (Miscellaneous),,341
GASTON,9,GASTON COUNTY REGISTER OF DEEDS,Susan S. Lockridge,REP,70358
GASTON,10,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Jared Waters (Write-In),,8
GASTON,10,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Kevin Mauney,,31350
GASTON,10,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Roger Hurst,,42120
GASTON,10,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,415
GASTON,11,TOWN OF STANLEY ABC STORE ELECTION,Against,,627
GASTON,11,TOWN OF STANLEY ABC STORE ELECTION,For,,1057
GASTON,12,TOWN OF STANLEY MALT BEVERAGE ELECTION,Against,,601
GASTON,12,TOWN OF STANLEY MALT BEVERAGE ELECTION,For,,1077
GASTON,13,TOWN OF STANLEY UNFORTIFIED WINE ELECTION,Against,,578
GASTON,13,TOWN OF STANLEY UNFORTIFIED WINE ELECTION,For,,1098
GATES,6,CENTRAL MIDDLE SCHOOL CONSTRUCTION TAX,Against,,2891
GATES,6,CENTRAL MIDDLE SCHOOL CONSTRUCTION TAX,For,,2220
GATES,3,GATES COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Henry L. Jordan,DEM,3588
GATES,2,GATES COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Johnny Dwayne Wiggins,REP,1983
GATES,2,GATES COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Linda F. Hofler,DEM,3140
GATES,4,GATES COUNTY REGISTER OF DEEDS,Anthony  C. Adams,REP,1757
GATES,4,GATES COUNTY REGISTER OF DEEDS,M. Cathy Horton,DEM,3372
GATES,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,"E. Boykin Hudgins, Jr.",,3739
GATES,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,54
GRAHAM,1,GRAHAM COUNTY BOARD OF COMMISSIONERS,Connie Orr,REP,2413
GRAHAM,1,GRAHAM COUNTY BOARD OF COMMISSIONERS,Dale E. Wiggins,REP,2405
GRAHAM,1,GRAHAM COUNTY BOARD OF COMMISSIONERS,John D. Lovin,DEM,2179
GRAHAM,1,GRAHAM COUNTY BOARD OF COMMISSIONERS,Keith Eller,REP,2772
GRAHAM,4,GRAHAM COUNTY BOARD OF COMMISSIONERS (UNEXPIRED TERM),"Raymond D. Williams, Sr.",REP,2461
GRAHAM,3,GRAHAM COUNTY BOARD OF EDUCATION,Deborah Cooper Odom,REP,1950
GRAHAM,3,GRAHAM COUNTY BOARD OF EDUCATION,Eddie Hollifield,DEM,1364
GRAHAM,3,GRAHAM COUNTY BOARD OF EDUCATION,Jim Hyde,DEM,1244
GRAHAM,3,GRAHAM COUNTY BOARD OF EDUCATION,Rodney Nelson,REP,2479
GRAHAM,3,GRAHAM COUNTY BOARD OF EDUCATION,Shane Garland,DEM,1576
GRAHAM,3,GRAHAM COUNTY BOARD OF EDUCATION,Sharon Cable Edwards,REP,2166
GRAHAM,5,GRAHAM COUNTY LOCAL SALES AND USE TAX,Against,,2308
GRAHAM,5,GRAHAM COUNTY LOCAL SALES AND USE TAX,For,,1384
GRAHAM,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Brian Wood,,2562
GRAHAM,6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,72
GRANVILLE,3,GRANVILLE COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Zelodis Jay,DEM,3120
GRANVILLE,4,GRANVILLE COUNTY BOARD OF COMMISSIONERS DISTRICT 3,James (Jimmy) Williams,DEM,968
GRANVILLE,4,GRANVILLE COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Sue Hinman,REP,1244
GRANVILLE,5,GRANVILLE COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Tony W. Cozart,DEM,3091
GRANVILLE,6,GRANVILLE COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Del Mims,DEM,1903
GRANVILLE,6,GRANVILLE COUNTY BOARD OF COMMISSIONERS DISTRICT 5,"Owen T. Roberts, Jr.",REP,2560
GRANVILLE,2,GRANVILLE COUNTY REGISTER OF DEEDS,Kathy M. Taylor,DEM,20287
GRANVILLE,1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Anthony Richards (Write-In),,8
GRANVILLE,1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Brandon Perry (Write-In),,5
GRANVILLE,1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Matthew Hebb (Write-In),,9
GRANVILLE,1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ronnie D. Burnette,,20730
GRANVILLE,1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,341
GREENE,2,GREENE COUNTY BOARD OF COMMISSIONERS DISTRICT 1,James (Buddy) Shackleford,DEM,5766
GREENE,6,GREENE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Antonio Blow,DEM,5499
GREENE,4,GREENE COUNTY BOARD OF EDUCATION,"Jasper Barfield, Jr.",DEM,4357
GREENE,4,GREENE COUNTY BOARD OF EDUCATION,Tina Murphy,DEM,4703
GREENE,1,GREENE COUNTY REGISTER OF DEEDS,Nancy T. Murphy,DEM,6403
GREENE,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Mike Hardy,,6428
GREENE,5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Write-In (Miscellaneous),,93
GUILFORD,760010,ARCHDALE CITY COUNCIL AT-LARGE,Andre Davis (Write-In),,1
GUILFORD,760010,ARCHDALE CITY COUNCIL AT-LARGE,Tim Williams,,118
GUILFORD,760010,ARCHDALE CITY COUNCIL AT-LARGE,Write-In (Miscellaneous),,0
GUILFORD,760011,ARCHDALE CITY COUNCIL WARD 2,Andre Davis (Write-In),,1
GUILFORD,760011,ARCHDALE CITY COUNCIL WARD 2,Roger Blackwell,,116
GUILFORD,760011,ARCHDALE CITY COUNCIL WARD 2,Write-In (Miscellaneous),,0
GUILFORD,760012,ARCHDALE CITY COUNCIL WARD 3,Andre Davis (Write-In),,1
GUILFORD,760012,ARCHDALE CITY COUNCIL WARD 3,Robert E. (Trey) Gray III,,119
GUILFORD,760012,ARCHDALE CITY COUNCIL WARD 3,Write-In (Miscellaneous),,0
GUILFORD,760009,CITY OF ARCHDALE MAYOR,Bert Lance-Stone,,117
GUILFORD,760009,CITY OF ARCHDALE MAYOR,Write-In (Miscellaneous),,4
GUILFORD,23,COMMUNITY AND ECONOMIC DEVELOPMENT BONDS,No,,38291
GUILFORD,23,COMMUNITY AND ECONOMIC DEVELOPMENT BONDS,Yes,,93062
GUILFORD,3,GUILFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 4,J. Alan Branson,REP,19363
GUILFORD,3,GUILFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Kirk Perkins,DEM,16331
GUILFORD,4,GUILFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Jeff Phillips,REP,21999
GUILFORD,5,GUILFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 6,Hank Henning,REP,17161
GUILFORD,5,GUILFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 6,Rick Forrester,DEM,16409
GUILFORD,6,GUILFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 8,Ray Trapp,DEM,22281
GUILFORD,7,GUILFORD COUNTY BOARD OF EDUCATION AT-LARGE,Alan Duncan,DEM,149899
GUILFORD,7,GUILFORD COUNTY BOARD OF EDUCATION AT-LARGE,Alan Hawkes,REP,94340
GUILFORD,8,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 1,T. Dianne Bellamy-Small,DEM,18644
GUILFORD,9,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 2,Anita Sharpe,REP,15852
GUILFORD,9,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 2,Jeff Belton,DEM,13161
GUILFORD,10,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 3,Angelo Kidd,DEM,17125
GUILFORD,10,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 3,Pat Tillman,REP,17438
GUILFORD,11,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 4,Linda Welborn,REP,25379
GUILFORD,12,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 5,Darlene Garrett,DEM,15812
GUILFORD,12,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 5,Lois L. Bailey,UNA,2767
GUILFORD,12,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 5,Mary Catherine Sauer,REP,14988
GUILFORD,13,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 6,Khem Denise Irby,DEM,14960
GUILFORD,13,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 6,Wes Cashwell,REP,18036
GUILFORD,14,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 7,Bettye Jenkins,UNA,8378
GUILFORD,14,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 7,Byron Gladden,DEM,19299
